title,price,condition,shipping,link
"Lenovo LOQ-E 15.6"" 144Hz Gaming Laptop i5-12450HX 16GB RAM 512GB SSD RTX 3050Opens in a new window or tab",$519.99,Not specified,See details,https://www.ebay.com/itm/126480962681?_skw=laptop&itmmeta=01KEHQ9KA0R47Q5QZBAKT0YKMR&hash=item1d72da5479:g:YxEAAeSw3chozdol&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eMW%2FP54m4YDOCe0qMWR2HfPXMzXvSI7C8PxHcnrVHrhTY0yaM7GY2WkghXEkNhV85sUbW0CLBg8%2F5uVLungBV4%2BUPt5sFmR%2BkTT%2BJl7sOGX5vOxj7gg1KGvGJ9VKBEcI3pcbl1NAgMDLXWzP%2FhXhWwCh92oIm0qs9l%2B0GblOmJhgJRczIhLqaXXnny0ftcYXjXY7R%2FLbV00BSiQKy10REPpPh4H3g%2B8TBtAB5v9yFn%2FQ%3D%3D%7Ctkp%3ABk9SR7C1prf0Zg
"HP EliteBook 845 G8 Laptop AMD Ryzen 5 PRO 5650U 16GB Memory 256 GB SSD 14.0"" FHOpens in a new window or tab",$254.99,Not specified,See details,https://www.ebay.com/itm/388696431750?_skw=laptop&itmmeta=01KEHQ9KA07H93M1B175PWR1ZP&hash=item5a801cdc86:g:~L4AAeSwRw5pQMFf&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dyntoh0algv1GIbS6ByF%2Bq75EtyNxop%2BouTcKJnO1NUTNlx8kFJU7394UtgQ%2BEPqbFr7mSPRqc7%2FuY%2BmVLIrjRXFVa3XGMKmdmi%2B%2BdugHd7i3km4KTiyg3PVqZB6%2BXlTayhX%2BaFJsm5vOvKLLJJPkzWhBx0uI5DUgahjRNarXiTb8VODxC8JUrCR4aUt5hxt4Xci05O9xPr8ynBqDMZNDQ0SqCuFqDdgE363Bz8ZWa4A%3D%3D%7Ctkp%3ABk9SR7C1prf0Zg
"Acer Aspire 3 14"" Laptop Intel i3-N305 8GB RAM 128GB SSD A314-36P RefurbishedOpens in a new window or tab",$158.09,Not specified,See details,https://www.ebay.com/itm/267099937275?_skw=laptop&itmmeta=01KEHQ9KA0BHB6NBB6M8FTPJP4&hash=item3e306599fb:g:VtAAAeSwsYppJMvC&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cFfh%2BANx1croc8Necj%2FA%2Fpuz7qDfC1rRarrlmuvKkniuCPdDqEumPIEDdMddDIOMAFRClBE%2Bq9Lxe1Vh38Asou9SK4NPEe%2Fn2rIYpnxp5XcjIBCdThG1gmWqVu0uMMNCKw2T%2BhKZuIouQoHCLC25Uni2d0ReKDtXwGYPKlLzOkKG5mkt%2BFojo3G4bKiRpLsIKhqv5UJqDto6CDNsqLA7q%2B7ZB9aMIukaKldWyPmG6oZQ%3D%3D%7Ctkp%3ABk9SR7C1prf0Zg
"Dell Latitude 3190  2-in-1  11.6"" Pentium N5030 4GB RAM 128GB SSD Windows 11 ProOpens in a new window or tab",$74.95,Not specified,See details,https://www.ebay.com/itm/297888824344?_skw=laptop&itmmeta=01KEHQ9KA1W3M5QQMWMN0NQP1W&hash=item455b8ebc18:g:H18AAeSwzfNpUuns&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fcyN%2B1ddJrG3DdS2nar9ELqbR0zMKigpl9nnjFFnvV84qne1pgQaotjJPsidTYy6OU0Wmzzq7s%2Bjyp2PsY5ry8UKEIoyW9lHZ6Y2txaYU6lHhNBu2jRP1652AU2u%2BXKKg6WwYvKr3T9gWD6gAg8X2ZDihiPrEzG%2F%2B582UOpXkX7OMBKHPhm7WjCxT%2FwGmkYJQo1AtDtGF0Nbr7F6thWP9bfuFwbta6Ob2thdWhAY%2Fobw%3D%3D%7Ctkp%3ABk9SR7C1prf0Zg
"15.6"" DELL Latitude Laptop: Intel i5! 16GB RAM, 512GB SSD! Windows 11 Pro!Opens in a new window or tab",$249.78,Not specified,See details,https://www.ebay.com/itm/116625646506?_skw=laptop&itmmeta=01KEHQ9KA1CC9KX4VWDT9RWYVY&hash=item1b276e23aa:g:ahQAAeSwjDFobT19&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e9K0RLKLJ3AZYdOYbS7NvkmUxzsotVHEFtqXwhgRIJZF1t1pZoW2BotGcw5XYXu7uXoCgUc7v8C3H9IDZvT17uNlPU9jiJey%2BCL0gfzfQmjEfmKEwgOiI3%2FWQp7lbjOf6FjN88G6Yrstr1rPOfK5BDErzBl9fEl%2F55eqHgD4DydGn%2FZdqQf9e9FUjJ44r9%2BByhLDmQJD8WUJqcq66lXmEDuVxsjZ6LB1erOqDAXLCiGou6s7Y9C8N7X29MqkV4GxZWQMAWmFy%2BiE1Mj88YmOJh%7Ctkp%3ABk9SR7C1prf0Zg
Dell Latitude 15.6” FHD Core i5 Laptop PC Up To 32GB RAM 1TB SSD Windows 11Opens in a new window or tab,$225.66,Not specified,See details,https://www.ebay.com/itm/256879744174?_skw=laptop&itmmeta=01KEHQ9KA1KX8KBZCZDG9ZDMEC&hash=item3bcf39d4ae:g:N1kAAeSwAYBpU~Vt&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fyIOyX48EGcv06%2Bx5yR4j%2BYgBRxMvj4viLWiw2aSMvGhtiuks%2BwkVhpkWmHJ58EFVivxb32pTLq4QaYesJgZXpYQrFG2xqyPqVlCkFBE2NZsjSGmlSo1VGXmIEOiFtnG82mFr4M9CkNqGqt0oZmtiCj8Q4n9QkKg1U1iGc1GLujVqipo6EBQQA%2FoXMUx%2FMpMg3svdac85lD4TvEfa%2BColZTSgJ3ts%2Fg7bdLzDC5eHjgd%2FbH42sj5kJH97TklBX%2FlUvQbyS4rhDFeJRaZ5Nj99B%7Ctkp%3ABk9SR7C1prf0Zg
DELL Latitude Laptop: Intel i5! 16GB RAM! 256GB SSD! Zorin Core Edition!Opens in a new window or tab,$149.95,Not specified,See details,https://www.ebay.com/itm/116659802706?_skw=laptop&itmmeta=01KEHQ9KA1ZY7AJZY34TYC8NGY&hash=item1b29775252:g:xpUAAeSwH8tog54B&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ezUOMVqU2dJFmYilbGzYBnqgQQHPw3Xn4DItEg0kuFUGPgzT4ojzqOjXzIEjFQCojSzd9sTWKZwPRdG12gvLWenYFbcBUZeH92%2Bj2oguW9jo00%2FtTL9hofeko0hJVHyzIbAcoB8aEJ%2BpIOnURFwMjZNc5kpn%2FoI3G9FOJ6VyA84lbniV4U6LFqqKTv1KDsxYwbRKrYei4Bhq4T6dkG%2FFgS5fuxT69o22NcRXu3EpOYWA%3D%3D%7Ctkp%3ABk9SR7C1prf0Zg
"Asus Chromebook Flip 14"" Touchscreen i3 1.80GHz/8GB/128GB SSD (Silver) CX5400FMOpens in a new window or tab",$90.81,Not specified,See details,https://www.ebay.com/itm/357885403108?_skw=laptop&itmmeta=01KEHQ9KA1FZ8B860P9SK91YTH&hash=item5353a1dfe4:g:1aoAAeSwMFNpE1xV&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1esguuDmAIV%2BG9aX%2FKeYiq8dcisJ8IXvPq3YevKRRi7ikYVNZBKz4ESiwKR3vb72x2SlsrCXlel%2Bff267Hb1%2B5YTjKpgveTtT04Ax3NqY8oVNeGbU5E%2BWrlA%2FN6N%2Fu96A4o0KWqBsYnTOjjXI5dSwgYN%2FO0piQ8apnrJOtYzGOIbclOhWf0FlmBYBPu7EtURvagmcdcDQ3klTHM%2Fnh1%2Fo%2B4eddK1whoLDjtovZA7icld1hiWK8lIuaC%2BxRP%2BhGtqqZ8WrQzxELTixkFSgGIUhC%2B%7Ctkp%3ABk9SR7C1prf0Zg
"New ListingHP PROBOOK 650 G3 15.6"" i7-7600U 16GB RAM 256GB SSD BATTERY 100%+WINDOWS 11 PROOpens in a new window or tab",$161.99,Not specified,See details,https://www.ebay.com/itm/187931384340?_skw=laptop&itmmeta=01KEHQ9KA1T6HBH7TKH2S5ZA4K&hash=item2bc1955a14:g:NXcAAeSwq7ZpYJyo&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fk7UOQy59fDoTdRJLKZD3iNewPyohwsGf6%2F8CgMhk7AMkEoHmgLDhhoJUbi9uxt4WC9aPKG6imcWPA%2Fa59yRFiFBfzq%2BJCeI5lNgRNzVxZgZKC6N2SN60v0BIikJdRU9umohLwQGaqpc%2F6MW%2FcUfpYzunuTeKoyuI6mbb41aNo%2FY%2Bx%2FqhI3vY22mRcuroNIE7vvlPqnHKX%2BuYQAqhlKQD0qbTA6TmFIlEGD%2BWE0OWowA%3D%3D%7Ctkp%3ABlBMULC1prf0Zg
"Windows 11 PRO Laptop Notebook PC Computer, 8GB Ram, Webcam, Wifi, and HDMIOpens in a new window or tab",$122.00,Not specified,See details,https://www.ebay.com/itm/235711075450?_skw=laptop&itmmeta=01KEHQ9KA104MK981S3M3CJ6FN&hash=item36e179947a:g:KMMAAOSwJlFmyVxM&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fPT8TiP4%2FB%2FpRRq30hnnNSU3t9IIqpeiOPoFJDOxJzAMmEUiZX12I%2BG3kMhuoTAfiCmmkeEU2PgNgynMUvODU2gI6kd38XChNBeQAnprBXSaI3nj35FRVBimAcezRB4XaiDgAgH9GsaK2Kc8HM7DgquMw8k3Jfo8zFID%2Bg%2FqZAXlZ%2F8MZI1SW0dRU%2Fduj2arIOw77uPjZr7NdwmF7XejgHlMvfNJPywgfeQp%2FWdz4URA%3D%3D%7Ctkp%3ABlBMULC1prf0Zg
Toshiba Dynabook i7 10th Gen 512GB SSD 16GB Windows 11 Pro Wifi-6 HDMI LaptopOpens in a new window or tab,$177.00,Not specified,See details,https://www.ebay.com/itm/336098802215?_skw=laptop&itmmeta=01KEHQ9KA14JVH29Z6J2YJ76Q1&hash=item4e410cba27:g:Fa4AAOSwPk5n6st9&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fw5lcYSueQnzL0XQvLh9D%2BWoF7UAr8KyWBrXkt%2B51xPfK0StXGzIziTWJ4X%2FL8F5qaxvUvI3k1G5CvZR6hu2uoSdMsQL78L5sR7DF0EJtAPGAnXJmBeys3CI%2BO7tSSAebJ47SjDimPmmlTiPGfDj7l%2FU4GUAKI%2BmYMPtyZ5ESlDA5%2BrAM4tqWRKK5jbqrq3Oe%2BxHvNmpeAfzibkxIiOjxtkEA5S%2FIg1ySetFFEbnshHw%3D%3D%7Ctkp%3ABlBMULC1prf0Zg
Dell Precision 3470 | i5-1250P | 32GB RAM | 512GB SSD | NVIDIA T550 | FHD | 130WOpens in a new window or tab,$450.00,Not specified,See details,https://www.ebay.com/itm/205945589747?_skw=laptop&itmmeta=01KEHQ9KA1DT6YP5WGF1WHYAXK&hash=item2ff3504ff3:g:O0cAAeSwAStpTGNY&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1diQ3hyryP7c6lLzvgsGOUf3dhUTi2aw1qpOsDn5lSObESD%2FlVAPtugCUzel8wyjuV0bLrMmEPZCy9kPPf3caZNg%2FCk13mz9fuxaeFnsRV4VJksfebesjYaOw2mkX1DWzTkBTUmgfvWnyllHEXqptq0atYH97Bvm2fblLP6G43rt55VZ01N2f%2B8gK0HVotq3lucxaGJoBEnsEN8FdssM6NYvpIQU1IpZJV8AMSPjzAwfw%3D%3D%7Ctkp%3ABlBMULC1prf0Zg
"ASUS VivoBook 16"" WUXGA  Intel Core i7-13620H AI Laptop 16GB DDR4 RAM 512GB SSDOpens in a new window or tab",$479.99,Not specified,See details,https://www.ebay.com/itm/306449827023?_skw=laptop&itmmeta=01KEHQ9KA1EMP67GHCY6WH6JNX&hash=item4759d544cf:g:8dsAAeSw~wdo0rR1&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e4s9WVJJDQHZ%2BHIjLMtS%2BkewT0HY5wCxZu7yurAdamLCDvTgUhLiklVC2%2FdUFRApVDtNnIu0tcWWx4I0bql055%2FHlBO7H%2BOWjr96YFpmfGYxAeWMdrcrYCbioknIVdnHiS8U6rGAKGojLGyO4LDheYElYtLkYD%2F5StVY3sIWy8iHcqEOtCBKbr3IfIwULHWQAoucWB7g4XDRL4NV62iF1WBZgPkvcoJLAhx5zkW4R5%2FDdiqaoTd%2FUcSJhc1w7RswqI9A2Q4w24JgNl1hqliluV%7Ctkp%3ABk9SR7C1prf0Zg
"Windows 7 PRO Laptop Notebook PC Computer Dual core, 4GB Ram, 250GB HD DVD/CDOpens in a new window or tab",$99.00,Not specified,See details,https://www.ebay.com/itm/335462459953?_skw=laptop&itmmeta=01KEHQ9KA1BE89T71FCV6CN3MK&hash=item4e1b1eea31:g:L-kAAOSwyERmfuqK&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fV6MBVI6ARNesH12fdRLvA97vRPsOys7jkthHCkeBT4S8a8OLxqx7fQXCzzcv0wx%2FhXFXsoasVAPYzhFT65oQHcKkHwT5DsVqt4RxlL7SFs4YmEQns5fubwKWicK4KaiIl9x1o4%2FEDBozaBnuoB5xyiECs0CfplcPtVxemNS6x4l%2Fh3C02jkPEnXRn3jGqGZjJpajAwfX%2BS2a8hogwJQR6ZNbFu7LxQc%2FaA9kLxwLwmIsdGXHVbrE8x5xonWdODlcdJlzQiUL930v8nMPU9THm%7Ctkp%3ABk9SR7C1prf0Zg
"Acer Aspire AI 14"" Touch Laptop Intel Core Ultra 5 16GB RAM 1TB SSD RefurbishedOpens in a new window or tab",$371.99,Not specified,See details,https://www.ebay.com/itm/256960845305?_skw=laptop&itmmeta=01KEHQ9KA13RHTJM6XTJ3EPE56&hash=item3bd40f55f9:g:eOgAAeSw1aZpJNQ2&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1f4piENhALm%2FeG1xAr%2FevvUpCPFuSRV%2B9Zi%2BO9l8glXU0Oq2utguAUqgYiDKXG4%2BT%2BarkForO%2FCJ3cNhxa3kLpAAo6HLb%2Bxdek6mmp33hvInCeq1aKqMCDiKVktg6gJAlc0I1g0zkJKgmKm0W4cx42qB%2FA%2BU9hnOM2G%2B698%2FU5hWVj9FIyRD6lhm4UNDEUW%2F8fKHc5gWdwFddjXq0zNXZlCz9iLczWLPHVxiD9Jy77PlstmNMvRcH8ZIBs669pkSD9fCqTKENspqXuRXU%2BM5Rek%7Ctkp%3ABk9SR7C1prf0Zg
"Lenovo ThinkPad L380 Yoga Laptop 13.3"" Touch Core i5 8GB RAM 256GB SSD Win 11Opens in a new window or tab",$208.24,Not specified,See details,https://www.ebay.com/itm/265752692346?_skw=laptop&itmmeta=01KEHQ9KA1DRYR6PFHAFZQER7Y&hash=item3de018467a:g:0sAAAeSw~GZpXLVf&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1chl1vPv57qZFSa0iqguswAm1uoQOB495kvSKs8Cxo%2BLczzrGJOU7LHQm%2FqCmLHzTIqtcWqKwpreuE40KxX1EHjHuCRKOQ5TDE%2FG8C0%2BotMjUyYlB586x2T5s0TwA7Wz0DFbCDw0b%2FhJGd5SCOwZPlj2%2FCr88Kt%2B%2Fv6GyJzZginRDZv2elMW8Dx3HGQbHOqCg5ssaw%2FZbMt1G5%2BQAcPxDspPourMcaDEsmNB7VSEp1G2%2BG1oihq7HP%2FPP%2BDYPkbYEEt9pIfHZVmLBlfs3OXRqTE%7Ctkp%3ABk9SR7C1prf0Zg
"Dell Latitude 3190  2-in-1  11.6"" Pentium N5030 8GB RAM 128GB SSD Windows 11 ProOpens in a new window or tab",$84.95,Not specified,See details,https://www.ebay.com/itm/297615129034?_skw=laptop&itmmeta=01KEHQ9KA1S73R0HCZA7ZAT2Q0&hash=item454b3e79ca:g:H18AAeSwzfNpUuns&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eIPtp0O1zVKXxuUFx8d74yPmGMc7cxe0%2FjsOMV7DBiMGUCPZjB2%2ByS9%2F7Hr8aQXZ9s0i6MQWMjFewI4lnbk1o1WNL4%2Bi%2BuqI4ZSnpM%2FILEsYgR1b8n%2FQoMF%2FDIusm4kmM%2F08UYqotCnka3wYhTsNUOZmwwYPpTkqcCE%2BqVNSznXAd3zVQsRPJI63GUnUDI3%2FDZon2oMGLxhnm3%2FC76GkNm5%2FNcMq6ay6lfwoNtVUYiDQ%3D%3D%7Ctkp%3ABk9SR7K1prf0Zg
"Acer Aspire 3 15.6"" FHD Laptop AMD Ryzen 5 8GB RAM 512GB SSD Radeon RefurbishedOpens in a new window or tab",$232.49,Not specified,See details,https://www.ebay.com/itm/275913158537?_skw=laptop&epid=12060615254&itmmeta=01KEHQ9KA1MT126CEAG79NXN8P&hash=item403db4af89:g:Nt0AAeSwjl1pJPoj&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fUoN%2BjSK8k4sLbVyPVHS%2B4Jo9XxHcT779p0eSP9p7%2BxFkCP32%2B5jj9C%2BfTKjwHK0POSFljnxxyU2%2FCnRM4qkrHaO7D6M%2BfUlxcYkmFyA6iTHftVLHBtWbspM4lx0E7Rh7OfmeNqRp%2FcGmOP9mowMDcAfo0ym3hSrt%2B9SnpkQ%2Feu%2BeTYNWgy6s1gCtMzEbxJS8RlstshIwOcqF3EdNETuP2Gh0AoSeXOenkJmiraOn2Hw%3D%3D%7Ctkp%3ABk9SR7K1prf0Zg
Dell Latitude E6420 XFR Core i7 CPU 500GB SSD 16GB RAM WIN10 BLACK CARBONOpens in a new window or tab,$433.33,Not specified,See details,https://www.ebay.com/itm/376570429637?_skw=laptop&itmmeta=01KEHQ9KA1DK23XEZXZNHQX4R5&hash=item57ad58c0c5:g:ti4AAOSwbzJmLBAe&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eDTjAH3vH%2B94zk%2B86i%2FRjXLzi6Q46LTb2gp3PhkdghfE0PyLQIVsijFC%2BIaozcx1DocVCsBv%2Bm6kDBxkdXv6Z2iod6JnAYVY77r74kdB2Ms0yhcgUKRZmoqFWSmBtshJ2ZWtRn3mhn5hd8XzB%2FZYiNyV977TMCpHNZjLhby25%2BM%2BZCYtlp7pbRs%2F6SLbiWgwCU%2Fjpr6%2F9fCQQ57yBZtMieYWf7T%2BB1LrnPnqVtX67OIA%3D%3D%7Ctkp%3ABlBMULK1prf0Zg
"Windows 11 Home Laptop Notebook PC Computer, 8GB Ram, Webcam, Wifi, and HDMIOpens in a new window or tab",$111.00,Not specified,See details,https://www.ebay.com/itm/335656142406?_skw=laptop&itmmeta=01KEHQ9KA1NVS7MKG5ZRQJNN80&hash=item4e26aa4646:g:KMMAAOSwJlFmyVxM&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dQ5dGeheT9n8zNy3fO%2FkpqHd2t5vhPCKoWCKtY64TOJQXkQ4ZzqDBUeuq0zt8WbLNTLQk1o2I9MqvyJG5T4EAqR41l3ZyMje8dPetxVTZ%2BwAJSNnxay%2BF3oACM8Qm91SP6WIP5a3ZXhryeg5Ocl%2Bpy2fklOj3xb22NDZGXz9Ry%2Bf8m49ZShG43EeyVylzW2RDk3nF96wTXFkHzxOa3eBOlMnPAxbG4Oszr2VVdJlJSPw%3D%3D%7Ctkp%3ABlBMULK1prf0Zg
"Lenovo ThinkPad T480 14"" FHD i5 8250u 16GB 512gb NVME WIFI CAM WIN 11 PRO laptopOpens in a new window or tab",$299.99,Not specified,See details,https://www.ebay.com/itm/226052371811?_skw=laptop&itmmeta=01KEHQ9KA1P180FA91R0FVVNN0&hash=item34a1c57563:g:rIwAAOSwkxVkTFbY&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1enRhQD3rGoS5827TkhwMWA5jTVPOijEwXt%2FdwWLkSV1nEWSJjg17FW%2BrYupl30dZxyYOrhisovFhz2V3EAaMpS30tumm3Q1byigjJ7tLen%2BmPYocsK6QEeGDtXSNK2MRr0dGk4aRJ5oAiNqvGue1JeQ4eaUK%2FJj%2FJTgRC%2Fz0OaVDFbbvVnzo1%2B5ie%2BXRnrp%2BLn95ir6XZm9fX8Bx8%2FXu2ZUKBEeTAzQn8%2BL2QbEFuqkA%3D%3D%7Ctkp%3ABk9SR7K1prf0Zg
"Dell Latitude 3510 15.6"" i5-10210U 1.60GHz/8GB/256GB SSD P101F001Opens in a new window or tab",$103.59,Not specified,See details,https://www.ebay.com/itm/358007931159?_skw=laptop&itmmeta=01KEHQ9KA1R4DBC8QDHQSH5NHR&hash=item535aef8117:g:ezwAAeSwevZpOw2V&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ce4j2olrdQ0pvv2TkFhs%2BECQ6gDh4UytYPSsF9UF0sX%2FCV%2FQhUWU7IJISmwEZFeJUyHDZTDMuyIzJhtyu%2FKvxvl%2BPUb8PxVztJdjF1EhTwikwkOgOmyFa4G6XbEh87uGtVIRu%2B5cajUdN%2FqXhUISPCLAo1xnqi%2B0pOlSIlrku2EfKlDc3G5VxTz3BDWAmk%2FIxkaZAq3cRk6HaAE7Ua1PKtGZjTnmPCnSOy0jKgGLZkag%3D%3D%7Ctkp%3ABk9SR7K1prf0Zg
CHUWI HeroBook Pro 14.1 Intel Celeron N4020 Windows 11 Laptop 256GB SSD 8GB RAMOpens in a new window or tab,$155.00,Not specified,See details,https://www.ebay.com/itm/395324758287?_skw=laptop&itmmeta=01KEHQ9KA11XZ3KT55ZG23ZTF1&hash=item5c0b31190f:g:2c0AAOSwjo9mE8C6&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1doSRK6MXR6rShDm9QR9iJqHLGI4VDadyuL4lSkxZgP1HO9biX6%2FqtOeBRxSPBidWPPROVxTmYw4Hqav2161CsGzwD9lz2ztVx3Svq5HoFrCEoUEyX1RnaWiqjdTato6Yb0aLVnlfuvVJqpAN95Z85PnBQzfhJnZ1bTifLBmtQLsoXZh50Cq%2BKy73WHxYgkWXpQaBrWtWkslaoZupj7XqayKBB4MDj4cNBJC%2FBY6yX4UKqc8mMR1VsJdZPYu%2BxVnYGRKbhnivb6QpGozsp7oZ1k%7Ctkp%3ABk9SR7K1prf0Zg
"Dell Latitude 5420 14"" i5-1145G7 16GB Ram 256GB SSD Windows 11 Pro Laptop TouchOpens in a new window or tab",$182.00,Not specified,See details,https://www.ebay.com/itm/306412265360?_skw=laptop&itmmeta=01KEHQ9KA1Q2PG0GZXMY4Y4RNC&hash=item4757981f90:g:i64AAeSwh9JogXSn&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1er4DrAk6vzdocMTkpDqGmnoyb8hTHEm%2Fz6MCANcgznRC6TA50Wo0iwJp52oq9mQEPIVqI%2FQNqC5oFq%2F7dzQiSWiX6pDyfyF6XJKFLRV7gXnZQAfCWsTf1IAtKLmrmlutLGXySMLCmkQzUSIZoni4s8iarlQKZ0QF70nLMxjij4q36Gtj7MMQKAUItGAB9o5a9tWM%2FpiOhiGXbWHU1bikCo2WHGNqtnfd59SdvBlkVQL1zaSItnbvX0TzO4cOwZQvmEzA7Fx6o3bPqsb7tgsbVB%7Ctkp%3ABk9SR7K1prf0Zg
Intel Computer NUC PC Mini 1 TB 8GB i5-8265U 8th gen workstation Desktop Win 10Opens in a new window or tab,$188.96,Not specified,See details,https://www.ebay.com/itm/115930175001?_skw=laptop&epid=26047038654&itmmeta=01KEHQ9KA1S68PS08DCFRPS1R3&hash=item1afdfa1619:g:rmoAAOSwZhloOdg~&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cl25iha5Jrl%2B3XofHzyTQeipGFphqe6HiZ%2B3S7cABeQGo8tWXf%2Fsgh3zasEWRhKJJV52A9bzfy2lpqiRI3LdwClAUnfHR6jJV8ch48yO9W5n44JCyLTdyLtIJVF1FMRPvpluDESv6m8v2UDfdradradpYDQ8y1a2%2FacPBncU64H1FVlTmL67%2F5gmSX66VRydmO6xSJV10d%2BnQ4he23BrAZLZrAx9vDp2lDPJuHpBSHPQ%3D%3D%7Ctkp%3ABk9SR7K1prf0Zg
Dell Latitude Laptop Light Gaming PC Core i7 16GB RAM 512GB SSD Windows 11 ProOpens in a new window or tab,$317.08,Not specified,See details,https://www.ebay.com/itm/264714553889?_skw=laptop&itmmeta=01KEHQ9KA1Y16E70FFQW807JQB&hash=item3da2378a21:g:pHYAAeSwBUhpXo9f&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1f2ZFIkCV5g4GRVpWm4Y6JJtTmGWqv33SegwDaXVk0g2FToEVNBNmc2uanvH3S2K8lzO3CV46cN9j9m2CpPaG4OjymvBw0gu%2FD9GpO6QtZ8XobWCSRrtQSAivKbuXQehdCN4e0owCoDIiOb4zS3IODl9v4VO4KyJeLZpyaRhFbAvXlOCYA%2Fm6DqQRYUrT%2F8F0IGr9d6%2FoXgSg8nPPrN8csPbo0cDHgANLAzxk73dCwFHA%3D%3D%7Ctkp%3ABk9SR7K1prf0Zg
"14"" Lenovo ThinkPad Laptop: Intel i5! 16GB RAM! 256GB SSD! Zorin Core Edition!Opens in a new window or tab",$159.79,Not specified,See details,https://www.ebay.com/itm/115691976699?_skw=laptop&itmmeta=01KEHQ9KA122V889KGS6CJCSRE&hash=item1aefc777fb:g:z6IAAeSwt~tpJh5m&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1d2j3lEOQapp9%2BcNxZUEMzDf0cyE2%2BlKVln7BXEQAdutmmaflc9BE84SSOnrq2aZ6qSLhw%2FvmejOR2MCZ1h8VmCY5FfMu0QZx%2BIkg9js9vrHre5nipXZkrC1PL1J5ezq9QviDWpa7wMO%2FmYPn4RFmTw%2BS5qd3Ax2PUCtw3Zl3tEJtjoAtzXHA1Dxikqs92woX%2BdMqNIx%2FYXfSbR0rOuCghcEYNboKhZnanOLs28%2ByH33drpdyT2ip8pJoEC2cl9TND0f0iy1OzaOk9ulPYSNCiB%7Ctkp%3ABk9SR7K1prf0Zg
"HP Chromebook 11A G8 11.6"" Laptop 4GB RAM 32GB SSD WIFI Webcam Chrome OSOpens in a new window or tab",$46.72,Not specified,See details,https://www.ebay.com/itm/254639853037?_skw=laptop&itmmeta=01KEHQ9KA1ZDSTPEVRXRQ7XKVB&hash=item3b49b7cded:g:bRcAAeSwLvFpG0p1&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1ckMBSoDLoGXsKZmooE0fSgCyuYi3sbeIxKeHCclLVsuXx4%2F31ffkHZHTaIf8GpF9HWLCKA4Q95a07nHLMSbD1v50B5LtOpvyxqAy0QGw%2FMG4Jj%2B36VZVF7F6de%2BzFlYN7SM1CS0DLQP0uoRsa%2B23I118ml9ekaL1yD7Zf4qZV9CLpZnwLoo1GFmn1im%2BCtmvsayr7cpLyEclWZ42uUYQSauf48o%2FKFyFVmceYHDxjeoWLVymKCrm1ZdXPtrd2chuQSxRi7Wh9DIvXwdOSVs2tW%7Ctkp%3ABk9SR7K1prf0Zg
